title_spanish,tconst,actors,director,writter
The Jack in the Box: El despertar,tt10645682,"nm7928888,nm6003807,nm4904177",nm0288758,nm0288758
Muri and Ko,tt32628697,"nm12831263,nm16532940,nm13644470",nm8723905,nm16358236
Swallow,tt8372298,"nm2247245,nm3271473,nm0641354",nm3275420,nm3275420
Doble discurso,tt28455910,"nm5303756,nm0136509,nm0368355",nm0346331,nm0346331
Villaviciosa de al lado,tt5674842,"nm1197737,nm3335067,nm1685281",nm1818121,nm1615028
Olvido y León,tt12485306,"nm1007458,nm1675141,nm0145240",nm0075953,nm0075953
Historias del Kronen,tt0110036,"nm0098709,nm0003244,nm0697583",nm0035404,nm0035404
Sweet Karma,tt1467088,"nm3041217,nm1778986,nm3395420",nm0402341,nm3524562
Maya,tt17050802,"nm0932454,nm0892383,nm0654240",nm0893845,nm0893845
Gora Automatikoa,tt15502822,"nm1995552,nm10209484,nm7487634",nm5555636,nm5555636
Cosmoball,tt7176054,"nm5030374,nm11200820,nm11195464",nm0265747,nm0265747
Cobra non è,tt7921320,"nm1644123,nm7500140,nm2390366",nm7569415,nm6870755
Pizza 3: The Mummy,tt13773770,"nm11536982,nm11804308,nm4573920",nm12202184,nm12202184
Algo de Tiffany’s,tt16233952,"nm3614913,nm3069604,nm2200658",nm0918078,nm9676346
Chi's Sweet Home,tt1276525,"nm0383022,nm1428827,nm0465631",,nm7404439
Aquaslash,tt7286836,"nm2322312,nm1000759,nm3325769",nm5504892,nm5504892
Invocación mortal,tt11188624,"nm4025229,nm2295293,nm5936758",nm1440023,nm1440023
Gantz: Génesis (Gantz: Parte 1),tt1525835,"nm0632497,nm1959800,nm1947564",nm0766263,nm0645740
Elephant White,tt14686544,"nm0740264,nm0000246,nm1385871",nm0425364,nm0425364
La Fortaleza,tt11090306,"nm8461537,nm13405731,nm4424083",nm5408656,nm3648103
La Casa Rusia,tt0100530,"nm0000125,nm0000201,nm0001702",nm0770961,nm0494170
2 días en París,tt0841044,"nm0004965,nm0000365,nm0117709",nm0000365,nm0000365
Ana y los 7,tt0303421,"nm0643505,nm0959575,nm0419512",,nm0010205
Crímenes oscuros,tt1901024,"nm0000120,nm0190744,nm0001250",nm3189793,nm2970418
Saca el acebo,tt21359036,"nm0000327,nm1734202,nm0864997",nm1656974,nm2004694
Submission,tt5625066,"nm2460100,nm2618325,nm3701813",,nm1024321
Le Mans: Pasión por la Carrera,tt6628364,"nm0578011,nm3190534,nm9065976",,nm0259847
Mentiras Perfectas,tt3296690,"nm2415857,nm0458448,nm0530007",,nm1419272
La huella,tt33098637,"nm10563281,nm10625491,nm0147308",nm0753807,nm0753807
Somnia. Dentro de tus sueños,tt3174376,"nm0098378,nm0005048,nm5016878",nm1093039,nm1093039
Johnny Guitar,tt0047136,"nm0001076,nm0001330,nm0564790",nm0712947,nm0948634
Alien Convergence,tt6874406,"nm7921806,nm1433528,nm4842836",nm3973341,nm1734479
La gaviota,tt4682136,"nm0000906,nm1015684,nm0281909",nm1555287,nm0155009
La fragata infernal,tt0055796,"nm0000654,nm0752813,nm0001811",nm0001811,nm0001811
Hombre mirando al sudeste,tt0091214,"nm0704247,nm0815537,nm0894536",nm0836949,nm0836949
Los hambrientos,tt6243140,"nm0343082,nm2873161,nm7754772",nm0041315,nm0041315
Algo salvaje,tt0091983,"nm0001099,nm0000429,nm0777230",nm0001129,nm0296861
Evangelion: 3.0 You Can (Not) Redo,tt0860907,"nm0644527,nm0370677,nm0594436",nm0535340,nm0030417
AVH: Alien vs. Hunter,tt1094162,"nm0001411,nm0679410,nm2771185",nm1135007,nm0490375
Mañana es hoy,tt16347374,"nm1197737,nm0349522,nm0631326",nm1818121,nm1615028
Testigo protegido,tt9625664,"nm1764351,nm0000246,nm0651274",nm1760759,nm2632776
Una amistad para siempre,tt8396480,"nm9823763,nm1595810,nm10952623",nm4823096,nm4823096
Dulceida al desnudo,tt21603122,"nm8540252,nm14341624,nm14341618",,
La pequeña Venecia: Shun Li y el poeta,tt2036388,"nm0955504,nm0784884,nm0660051",nm3113346,nm3113346
Mamá y papá,tt5462326,"nm0000115,nm0004757,nm3453476",nm0962729,nm0962729
El Castillo del Hombre Lobo,tt1740299,"nm1111968,nm0209249,nm0001722",,nm0001140
La rebelión de las máquinas,tt0091499,"nm0000389,nm0385757,nm0364307",nm0000175,nm0000175
N-Men: The Untold Story,tt7004240,"nm0005000,nm0023112,nm15267020",nm2044763,nm2044763
Visitante,tt8550800,"nm0578853,nm0131966,nm2205243",,nm0000175
El palacio ideal,tt7248884,"nm0303826,nm0144377,nm0859740",nm0851731,nm7543646
Reconnoiter (Robot World),tt4083740,"nm6814838,nm8104683,nm3507706",nm3507706,nm3507706
La Deuda,tt21880688,"nm1523587,nm0869088,nm2969728",nm0350044,nm0350044
The House,tt11198330,"nm1741002,nm8844328,nm0869750",,nm2952284
Dahaad,tt19868314,"nm3848064,nm1994146,nm3761132",,nm0015295
Encontrando el Fin del Mundo,tt21343494,"nm1074427,nm1448869,nm13868470",nm0180917,nm13868473
Litchi Hikari Club,tt6311828,"nm1885802,nm2062549,nm8628101",,nm3078782
Role Play,tt12964320,"nm0192505,nm0654648,nm0631490",nm0898773,nm1868849
Raghavendra Stores,tt15477040,"nm5724719,nm5726601,nm1227718",nm7012390,nm7012390
REDEFINIDO: J. R. Smith,tt27142453,"nm6068528,nm14670153,nm12220569",,nm15137055
El juego del amor,tt0383681,"nm0345184,nm0709204,nm0408476",nm0728954,nm0728954
Los ejecutores,tt0074494,"nm0000549,nm0005078,nm0307995",nm0524621,nm0503053
Quédate en casa,tt13651858,"nm6749397,nm3444384,nm1433536",nm1820881,nm1820881
Escuela de Rock,tt0332379,"nm0085312,nm0664238,nm1306097",nm0000500,nm0925234
18 comidas,tt1671616,"nm0869088,nm1853380,nm1616623",nm0170030,nm0170030
Curso del 2007,tt14671640,"nm0115161,nm6024352,nm1466205",,nm3430456
"Borat, película film secuela",tt13143964,"nm0056187,nm7210025,nm0000158",nm0938471,nm0056187
Edgar Allan Poe's: Lighthouse Keeper,tt3181898,"nm0920460,nm0642253,nm1239713",nm0177880,nm0177880
LEGO Ninjago: El renacer de los dragones,tt27502465,"nm2423302,nm0451918,nm2455320",,nm1461945
Teacher,tt0254686,"nm0001376,nm0320760,nm0536095",nm0359734,nm0359734
Un verano loco,tt0091680,"nm0000131,nm1721070,nm0615063",nm0390822,nm0390822
Black as Night,tt13372884,"nm3764562,nm2084263,nm8618362",nm2728447,nm1954466
Modern/Love in 7 Short Films,tt12235958,,nm3314631,
"Fátima, la película",tt5473400,,,nm0146421
The Requin: Ataque de tiburones,tt11348232,"nm0000224,nm0876805,nm0640055",nm2616669,nm2616669
Aeon Flux,tt0402022,"nm0000234,nm0190744,nm0001538",nm0476201,nm0006534
"Yo, 'El Vaquilla'",tt0090354,"nm0305732,nm0319881,nm0513922",nm7578129,nm2052887
Why Do You Want to Believe,tt16277492,"nm11476955,nm2770336,nm12901252",nm11011122,nm11011122
Kickboxer: Contraataque,tt5208950,"nm3857692,nm1523899,nm3767676",nm0517768,nm0000241
True Story España,tt22485624,"nm0885219,nm3380235,nm1309844",,nm0021790
Modern Love Chennai,tt21883062,"nm3844346,nm14826353,nm5058490",,nm15650721
After: Almas perdidas,tt13069986,"nm6466214,nm2842005,nm0518321",nm2500541,nm6849771
... Y muere porque te toca,tt14039346,"nm1745743,nm0593306,nm0591877",nm2834372,nm2834372
Wolf Creek,tt0416315,"nm0418877,nm0536476,nm1040961",nm0572562,nm0572562
Sólo una mirada,tt30876484,"nm1268200,nm2021835,nm2561158",,nm1454192
Vacaciones en el infierno,tt0075529,"nm0533891,nm0465728,nm0486198",,nm0062308
The Next 24 Hours,tt3104696,"nm0694066,nm0399981,nm0943136",nm0118741,nm0118741
