title_spanish,tconst,actors,director,writter
Dungeons & Dragons: Honor entre ladrones,tt2906216,"nm1517976,nm0735442,nm2074546",nm0197855,nm0326246
Cuando el teléfono suena,tt33503491,"nm1881661,nm6914447,nm13171052",,nm5948045
Batman: La Serie Animada,tt0103359,"nm0175834,nm0956544,nm0368561",,nm0277730
El diario de Bridget Jones,tt0243155,"nm0000250,nm0428121,nm0408309",nm0536632,nm0276144
Godless,tt5516154,"nm1925239,nm1890784,nm1058940",,nm0291082
You,tt7335184,"nm0046112,nm6442992,nm2492359",,nm0075528
"Elf, el duende",tt0319343,"nm0002071,nm0001001,nm0627878",nm0269463,nm1183854
Outer Banks,tt10293938,"nm6795924,nm3218692,nm6045536",,nm1223237
Ahí afuera,tt32389619,"nm1741333,nm2965538,nm6046008",nm2765527,nm2765527
"Amanece, que no es poco",tt0094641,"nm0768574,nm0513922,nm1771790",nm0191109,nm0191109
Zombies Party,tt0365748,"nm0670408,nm0038918,nm0296545",nm0942367,nm0670408
Nos vemos la próxima Navidad,tt20502488,"nm0587396,nm5019209,nm6377239",nm0192090,nm4554395
El asesino,tt1136617,"nm1055413,nm0842770,nm0663174",nm0000399,nm1989798
Godzilla Minus One,tt23289160,"nm4947538,nm1126340,nm2747232",nm0945724,nm0945724
El cuerpo en llamas,tt22073352,"nm2216549,nm1273697,nm2423567",,nm3139010
Los Thunderman,tt2712516,"nm4114500,nm4338976,nm5196965",,nm0818922
Adoración,tt15114854,"nm13743233,nm15283508,nm11237393",,nm2573131
Constantine,tt0360486,"nm0000206,nm0001838,nm0479471",nm1349376,nm1393443
El tren de los niños,tt29242846,"nm4039652,nm1396004,nm0009629",nm0173724,nm13058757
Noche y día,tt1013743,"nm0000129,nm0000139,nm0765597",nm0003506,nm0642277
Resacón en Las Vegas,tt1119646,"nm0177896,nm1159180,nm0302108",nm0680846,nm0524190
Expediente Warren: The Conjuring,tt1457767,"nm0267812,nm0933940,nm0000666",nm1490123,nm0370937
Aguas oscuras,tt9071322,"nm0749263,nm0004266,nm0000209",nm0001331,nm10164264
Sweet Home,tt11612120,"nm8853855,nm2075270,nm3315713",,nm11274902
Desaparecidos en la noche,tt14034294,"nm1249052,nm1834115,nm2691468",nm0210101,nm0025538
La princesa Mononoke,tt0119698,"nm0001082,nm0000671,nm0000378",nm0594503,nm0594503
Clanes,tt27843828,"nm1242939,nm0636991,nm2673123",,nm0346277
Puñales por la espalda: El misterio de Glass Onion,tt11564570,"nm0185819,nm0001570,nm1847117",nm0426059,nm0426059
Tragones y mazmorras,tt21621494,"nm7782778,nm5693865,nm8267203",,nm7835226
Spider-Man: Homecoming,tt2250912,"nm4043618,nm0000474,nm0000375",nm1218281,nm0326246
Espías,tt3079380,"nm0000179,nm0712562,nm0565250",nm0082450,nm0082450
En busca de la felicidad,tt2756494,"nm5102286,nm5559827",nm3726618,nm5559827
Kung Fu Panda,tt0441773,"nm0085312,nm0000163,nm0001401",nm0651706,nm0008743
Asesinato para principiantes,tt28118211,"nm3528821,nm13399316,nm5075900",,nm5005897
The Playlist,tt11564258,"nm2361583,nm5481344,nm2481662",,nm7144687
Envidiosa,tt29494111,"nm0881938,nm2155527,nm1202961",,nm17005473
Prodigiosa: Las aventuras de Ladybug,tt2580046,"nm2583829,nm0745310,nm5489754",,nm1404660
Joy,tt10243672,"nm5057169,nm9169920,nm3584268",nm4829613,nm2113666
Compra ahora: La conspiración consumista,tt34350086,"nm16748080,nm16791757,nm16674432",nm3747420,nm3747420
Mi dulce niña,tt20863760,"nm2581590,nm11131021,nm12180022",,nm12108630
Asalto a la casa de moneda,tt9742794,"nm0383603,nm2793591,nm0727165",nm0049371,nm2111814
Ocho apellidos vascos,tt2955316,"nm1242939,nm3657043,nm1197737",nm0554880,nm1141070
The Spider's Web: Britain's Second Empire,tt6483026,"nm8753459,nm8753454,nm8747003",nm4008741,nm4008741
Això no és Suècia,tt23143876,"nm1216145,nm2613025,nm14640881",,nm4254741
Cowboy Bebop,tt0213338,"nm0945290,nm0411167,nm0089707",,nm0408394
Dejar el mundo atrás,tt12747748,"nm0000210,nm0991810,nm0000160",nm1322753,nm11753223
Valeria,tt9731288,"nm1017221,nm3479390,nm5256792",,nm11312725
El tiempo que te doy,tt13322938,"nm1235867,nm2024943,nm8797071",,nm1235867
PAW Patrol,tt3121722,"nm0661132,nm3961562,nm9349439",,nm3204073
El inocente,tt10147644,"nm1832584,nm1649963,nm0690527",,nm1454192
John Wick: Capítulo 3 - Parabellum,tt6146586,"nm0000206,nm0000932,nm0574534",nm0821432,nm4401003
Las Hermanas Guerra,tt31226362,"nm0785452,nm1661498,nm9100094",,nm2755225
El hoyo 2,tt27729779,"nm9875384,nm3986032,nm1164730",nm2008067,nm2008067
Sense8,tt2431438,"nm0046277,nm3911870,nm3867591",,nm0833089
Limbo,tt21833834,"nm0048932,nm7592245,nm1138590",nm0784008,nm0784008
Crónicas de Navidad,tt2990140,"nm0005029,nm0931090,nm10194267",nm0443505,nm1073238
The End of the F***ing World,tt6257970,"nm1875238,nm3867299,nm1361530",,nm2625195
Asalto en helicóptero,tt20872980,"nm3850259,nm4224048,nm3776071",,nm2803313
La momia,tt0120616,"nm0000409,nm0001838,nm0001314",nm0814085,nm0814085
7 vidas,tt0192877,"nm0059575,nm0207891,nm0692391",,nm2538293
Suzume,tt16428256,"nm6152236,nm4941993,nm0297938",nm1396121,nm1396121
Un negocio virtuoso,tt33509073,"nm1048201,nm5110174,nm1118621",,nm9665584
El sótano de Ma,tt7958736,"nm0818055,nm9537602,nm0000496",nm0853238,nm3398282
Alcarràs,tt11930126,"nm13315599,nm13315595,nm13315597",nm3427032,nm3427032
Predator,tt0093773,"nm0000216,nm0001835,nm0001990",nm0001532,nm0859029
No vengas a casa,tt31158589,"nm1932877,nm0161122,nm10079129",,nm9679773
Black Adam,tt6443346,"nm0425005,nm0388038,nm0000112",nm1429471,nm1186373
Mano de hierro,tt23806252,"nm0273464,nm3779182,nm7931969",,nm1589515
El niño con el pijama de rayas,tt0914798,"nm2633535,nm2726789,nm2705126",nm0379179,nm2477197
Pactar con el diablo,tt0118971,"nm0000206,nm0000199,nm0000234",nm0000431,nm0003825
Crisis,tt9731682,"nm0000198,nm2309517,nm1431940",nm1906430,nm1906430
Charlie y la fábrica de chocolate,tt0367594,"nm0000136,nm0383603,nm0446303",nm0000318,nm0001094
Transformers,tt0418279,"nm0479471,nm1083271,nm0241049",nm0000881,nm0649460
WWF SmackDown!,tt0227972,"nm0170700,nm0508044,nm0732458",,nm15713096
Code Geass: La Rebelión de Lelouch,tt6344664,"nm1101677,nm0633989,nm0757327",nm0849465,nm0849465
Aun así... Las formas del amor,tt34956805,"nm5378218,nm9183583,nm1929776",,nm5370875
Guardaespaldas,tt7493974,"nm0534635,nm2570706,nm0291569",,nm0580519
Mula,tt0120762,"nm0001208,nm0001213,nm0791467",nm0051643,nm0760745
"Definitivamente, quizás",tt0832266,"nm0005351,nm2480549,nm1353135",nm0111845,nm0111845
Más allá de la vida,tt1790291,"nm0643505,nm0131008,nm1405339",,
Vis a vis,tt4524056,"nm1699346,nm0246681,nm1023854",,nm2049884
Las vírgenes suicidas,tt0159097,"nm0000249,nm0000678,nm0000379",nm0001068,nm0262325
Un sueño posible,tt0878804,"nm0000113,nm0005210,nm2466842",nm0359387,nm0359387
13 Horas: Los soldados secretos de Bengasi,tt4172430,"nm1024677,nm0197647,nm1032567",nm0000881,nm2353561
Pedro Páramo,tt27717667,"nm2636310,nm2204178,nm0378855",nm0006509,nm0750031
Peligros en mi corazón,tt21423786,"nm7840403,nm12267354,nm4751364",,nm2438224
Pompeya,tt1921064,"nm6090983,nm2719049,nm5931802",nm0027271,nm0060760
Mallari,tt29544868,"nm0664469,nm0246582,nm5153728",nm4581336,nm1284318
Alita: Ángel de combate,tt0437086,"nm4023073,nm0910607,nm0000124",nm0001675,nm0000116
La singular vida de Ibelin,tt19811010,"nm16465771,nm15875457,nm16647881",nm5558989,nm16465771
Beastars,tt11043632,"nm6257123,nm2520926,nm5693865",,nm7835226
Gangs of New York,tt0217505,"nm0000138,nm0000358,nm0000139",nm0000217,nm0168379
La primera vez,tt7766166,"nm1164183,nm3183741,nm0131060",nm2988888,nm2988888
Espíritu de lucha (Hajime no Ippo),tt0481256,"nm0468711,nm1937314,nm0134269",,nm2037021
Neon Genesis Evangelion,tt0112159,"nm0818111,nm0445206,nm0880735",,nm0030417
El día de mañana,tt7587136,"nm2724795,nm3467663,nm1941730",,nm0057819
Berserk,tt0318871,"nm1827148,nm0370650,nm1321026",,nm0408006
Fauda,tt4565380,"nm2443797,nm0169453,nm1411039",,nm7216957
La máscara,tt0110475,"nm0000120,nm0726200,nm0338886",nm0751080,nm0266430
OKURA: Casos olvidados,tt33744588,"nm0815043,nm8365413,nm5862496",,nm2041208
Ahora me ves,tt1670345,"nm0251986,nm0749263,nm0000437",nm0504642,nm0004412
La visita,tt0076888,"nm0334617,nm0958221,nm0532496",nm0488574,nm0488574
Los festivos caballeros,tt32368345,"nm1429380,nm0614877,nm0005448",nm0838289,nm0770848
Deepwater Horizon,tt1860357,"nm0000242,nm0000621,nm0341174",nm0000916,nm1996352
Este cuerpo me sienta de muerte,tt10919380,"nm0000681,nm1105980,nm9305936",nm0484907,nm3208182
La Liga de la Justicia de Zack Snyder,tt12361974,"nm0000255,nm0147147,nm0010736",nm0811583,nm0796950
Love Is Blind,tt11704040,"nm0005114,nm0591373,nm14629520",,nm8649527
Kingdom,tt4179452,"nm4101853,nm6999212,nm4538500",,nm4618645
Molly's game,tt4209788,"nm1567113,nm0252961,nm0000126",nm0815070,nm0815070
La noche más oscura,tt35853323,"nm0679272,nm9597402,nm0957983",nm16580698,nm16580698
El juego de Gerald,tt0944947,"nm0227759,nm0372176,nm3229685",,nm1125275
Kalki 2898-AD,tt12735488,"nm1659141,nm0000821,nm0352032",nm5645455,nm5645455
Crimen perfecto,tt0488120,"nm0000164,nm0331516,nm0000657",nm0387706,nm0002417
Lágrimas del sol,tt0314353,"nm0000246,nm0000899,nm0369513",nm0298807,nm0489620
¡Canta!,tt30988739,"nm1055413,nm0803890,nm0000949",nm0001752,nm0462895
The amazing Spider-Man,tt0948470,"nm1940449,nm1297015,nm0406975",nm1989536,nm0888743
Matrix Resurrections,tt10838180,"nm0000206,nm0005251,nm5584344",nm0905154,nm0905154
Aaron Rodgers: Enigma,tt33350486,"nm2333671,nm2798420,nm16844293",,
"Jerry Springer: Peleas, cámara, ¡acción!",tt34269065,"nm16693555,nm0949037,nm0231587",,
Collateral,tt0369339,"nm0000129,nm0004937,nm0000586",nm0000520,nm0064181
Mi vecino Totoro,tt0096283,"nm0383022,nm0757076,nm0411790",nm0594503,nm0594503
Infierno bajo el agua,tt8364368,"nm2546012,nm0001608,nm6077056",nm0014960,nm1726531
El castillo ambulante,tt0347149,"nm0047962,nm0454120,nm0594271",nm0594503,nm0594503
Atípico,tt6315640,"nm0000492,nm1507857,nm6617420",,nm1968720
La jaula,tt2042583,"nm5090373,nm5088963,nm5090255",nm0004033,nm0004033
Ni en sueños,tt0815236,"nm0059431,nm1404408,nm2554352",nm1637768,nm1890845
Ana,tt6865630,"nm0000412,nm6748436,nm0000675",nm0568224,nm1659841
Best Sellers,tt10339052,"nm0000323,nm2201555,nm0005454",nm1174084,nm5558153
Caso no resuelto: ¿Quién mató a JonBenét Ramsey?,tt34169767,"nm1558224,nm2201521,nm8450303",,
El hombre de los 1000 hijos,tt21942866,"nm12844103,nm0000115,nm0629855",nm5589501,nm5589501
Días de fútbol,tt0377834,"nm0760664,nm0022764,nm0893638",nm0785515,nm0018636
Oshi no Ko,tt21030032,"nm13157532,nm9779526,nm4751364",,nm10493028
¡Viven!,tt0106246,"nm0000160,nm0001759,nm0357979",nm0550881,nm0713872
Desconectada,tt10855768,"nm0341377,nm13877751,nm0000505",nm4946908,nm4148345
Closer. Llevados por el deseo,tt0376541,"nm0000204,nm0000179,nm0000210",nm0001566,nm0544999
¡Canta!: Thriller,tt0164295,"nm0005234,nm0004833,nm0290136",,nm0166018
Leyendas de pasión,tt0110322,"nm0000093,nm0000164,nm0001644",nm0001880,nm0793463
Toc Toc,tt6060156,"nm1346713,nm1411610,nm0658041",nm1695278,nm0046494
It (Eso),tt1396484,"nm5897057,nm5582294,nm6096118",nm0615592,nm1286060
"Disco, Ibiza, Locomía",tt27396895,"nm7931969,nm2975962,nm0818687",nm1665932,nm1942103
El Sr. Plancton,tt27539317,"nm7927575,nm7686174,nm2442113",,nm9449670
Enamorados anónimos,tt34692003,"nm1669979,nm2985917,nm1727502",,nm6806348
Objetivo: Londres,tt3300542,"nm0009530,nm0958206,nm1513288",nm0619836,nm4950667
Cortar por la línea de puntos,tt15614372,"nm8570840,nm0557609,nm1570264",,nm8570840
Kino no Tabi -the Beautiful World-,tt30333089,nm6857571,,nm3611264
Bhool Bhulaiyaa 3,tt26932223,"nm4449711,nm1799038,nm0002043",nm0063357,nm2022237
Tokyo Override,tt32581509,"nm10667764,nm3491015,nm2966078",,nm4548696
Beauty in Black,tt31260386,"nm2651783,nm2981170,nm5142660",,nm1347153
Inexpertos,tt21284218,"nm9296746,nm6821153,nm0647698",nm3728034,nm3728034
El Escuadrón Suicida,tt6334354,"nm0740264,nm0205626,nm1694619",nm0348181,nm0348181
El barco,tt1788634,"nm0037695,nm1832584,nm0840754",,nm2049884
Abre los ojos,tt0125659,"nm0635330,nm0004851,nm0503443",nm0024622,nm0024622
Fast & Furious: Hobbs & Shaw,tt6806448,"nm0425005,nm0005458,nm0252961",nm0500610,nm0604555
Twilight of the Gods,tt10625492,"nm1679778,nm3516668,nm3418510",,nm4660381
El mañana y yo,tt31158590,"nm13311213,nm3278037,nm6912032",,nm6833272
Nevenka,tt30973261,"nm6904578,nm6222172,nm1088493",nm0093081,nm0093081
Abducción extraterrestre en Manhattan,tt33506347,"nm5695426,nm15806959,nm2277384",,
Castlevania,tt6517102,"nm0035514,nm0130536,nm2274825",,nm1979137
El hombre de acero,tt0273653,,nm0240645,
"Spirit, el corcel indomable",tt0166813,"nm0000354,nm0000342,nm0836070",nm0038432,nm0299301
Avicii: Soy Tim,tt32138523,"nm4467845,nm3945456,nm1112874",nm1449428,nm1449428
Focus,tt2381941,"nm0000226,nm3053338,nm0553440",nm0275629,nm0275629
Los colores del mal: Rojo,tt27578157,"nm3617350,nm0652292,nm11219070",nm3423765,nm2197127
Historias de miedo para contar en la oscuridad,tt3387520,"nm2292661,nm3585613,nm3513522",nm0004217,nm1087952
El francotirador,tt0077416,"nm0000134,nm0001030,nm0001698",nm0001047,nm0001047
The Sinner,tt6048596,"nm0000597,nm0372961,nm1382564",,nm0358586
El curioso caso de Benjamin Button,tt0421715,"nm0000949,nm0000093,nm0000566",nm0000399,nm0744839
Lucía y el sexo,tt0254455,"nm0891895,nm0880554,nm0632385",nm0575523,nm0575523
Gangster Squad: Brigada de élite,tt1321870,"nm0000576,nm0564697,nm0931898",nm0281508,nm3263825
La estación de la felicidad,tt1093357,"nm0386472,nm1880888,nm1540404",nm0329755,nm3123612
BoJack Horseman,tt3398228,"nm0004715,nm0781238,nm1555340",,nm4369688
El castillo de arena,tt22804850,"nm1701024,nm2865678,nm10201638",nm3412082,nm3412082
"Torrente, el brazo tonto de la ley",tt0120868,"nm0782213,nm0194572,nm0038572",nm0782213,nm0782213
Una aventura en Marruecos,tt20194882,"nm0000368,nm2955013,nm9537602",nm0335666,nm0335666
Stillwater,tt10696896,"nm0000354,nm1891185,nm1113550",nm0565336,nm0565336
Supersalidos,tt0829482,"nm1706767,nm0148418,nm2395586",nm0609549,nm0736622
Los otros,tt26733463,"nm12111181,nm0261957,nm7255629",nm1453827,
El hoyo,tt8228288,"nm1293644,nm1445349,nm0760665",nm2008067,nm1457642
Mad Max: Furia en la carretera,tt1392190,"nm0362766,nm0000234,nm0396558",nm0004306,nm0004306
El justiciero 2,tt3766354,"nm0000243,nm0050959,nm5480894",nm0298807,nm0921013
Perfectos desconocidos,tt6101820,"nm0749104,nm0273464,nm0022764",nm0407067,nm0346277
Noche de juegos,tt2704998,"nm0000867,nm1046097,nm0151419",nm0197855,nm0991423
Corte en el tiempo,tt14857528,"nm6045536,nm7228705,nm0788218",nm1680829,nm3208182
Titanes del Pacifico,tt1663662,"nm0402271,nm1459109,nm0252961",nm0868219,nm2012438
El ultimátum: Casarse o dejarlo,tt18396952,"nm0005114,nm0591373,nm13578411",,
La lección de piano,tt0107822,"nm0000456,nm0000172,nm0000554",nm0001005,nm0001005
Un pequeño favor,tt7040874,"nm0447695,nm9270004,nm8616990",nm0082450,nm9079127
Chaos Walking,tt2076822,"nm4043618,nm5397459,nm0065007",nm0510731,nm4710432
Por trece razones,tt1837492,"nm1910255,nm2111303,nm2647981",,nm4311145
Engaño,tt27031470,"nm5521198,nm0346320,nm0755009",,nm1304475
Dos padres por desigual,tt5657846,"nm0002071,nm0000242,nm0000154",nm1890845,nm1890845
Supacell,tt16283758,"nm4108791,nm4478181,nm10481236",,nm4769455
Elvis,tt3704428,"nm2581521,nm0000158,nm4609822",nm0525303,nm0525303
Lucy,tt2872732,"nm0424060,nm0000151,nm0158856",nm0000108,nm0000108
Prácticamente magia,tt0120791,"nm0000113,nm0000173,nm0000330",nm0001162,nm0388805
Assassination Classroom,tt3837246,"nm1101677,nm3329362,nm0745310",,nm6603548
Misión imposible,tt9603208,"nm7436993,nm0000129,nm1821446",nm0003160,nm0312367
El caballero oscuro: La leyenda renace,tt1345836,"nm0000288,nm0000198,nm0362766",nm0634240,nm0634300
Ecos del mar Rojo,tt31106358,"nm4990902,nm3193878,nm0375990",,
El juego del miedo,tt10919420,"nm0497631,nm1059827,nm1601080",,nm1375363
Desde dentro,tt10948716,"nm0855039,nm0001804,nm0920185",,nm0595590
Fractura,tt4332232,"nm0941777,nm1143816,nm9931333",nm0026442,nm0568416
No puedo vivir sin ti,tt28752710,"nm0836809,nm0891895,nm0054381",nm4176058,nm15184388
Protegidos por su enemigo,tt0947802,"nm0000168,nm0933940,nm0913488",nm0001438,nm0521739
El gabinete de curiosidades de Guillermo del Toro,tt8415836,"nm2015845,nm4698362,nm0000719",,nm0868219
La luz que no puedes ver,tt15320362,"nm13200978,nm3836977,nm1955257",,nm1913783
Madre,tt0040897,"nm0000007,nm0404158,nm0392529",nm0001379,nm0001379
Star Trek: La nueva generación,tt0092455,"nm0001772,nm0000408,nm0000996",,nm0734472
Shaolin Soccer,tt0286112,"nm0159507,nm0628806,nm0955505",nm0159507,nm0159507
El juego de las víctimas,tt9863788,"nm0133164,nm1859537,nm6329933",,nm3897224
No te mueras: El hombre que quiere vivir para siempre,tt34977130,"nm9710956,nm16869282,nm7737648",nm0807687,
Juegos secretos,tt0404203,"nm0000701,nm0000124,nm0933940",nm0276062,nm0276062
Cazadores de sombras,tt1538403,"nm2934314,nm2570429,nm0954225",nm0958969,nm0692942
Peppa Pig,tt0426769,"nm0816950,nm0052218,nm15389350",,nm0040029
Creedme,tt7909970,"nm3239803,nm0001057,nm0923266",,nm9574633
El fotógrafo de Mauthausen,tt6704776,"nm1832584,nm1311821,nm2523877",nm0850173,nm4512533
Pokémon: Detective Pikachu,tt5884052,"nm0005351,nm6819854,nm1105980",nm1224299,nm2021624
La mujer rey,tt8093700,"nm0205626,nm9096847,nm2736476",nm0697656,nm0828342
Agentes del misterio,tt31173685,"nm7054048,nm10679329,nm10138564",,
KONOSUBA. Un Mundo Maravilloso.,tt0456467,"nm0017343,nm0840762,nm0350884",nm0261840,nm0261840
El exorcista del Papa,tt13375076,"nm0000128,nm4683167,nm3012273",nm1170339,nm0678104
The Seven Deadly Sins: Los cuatro jinetes del apocalipsis,tt20228550,"nm13761589,nm11529461,nm13910584",,nm4725640
Tomb Raider: La leyenda de Lara Croft,tt13930822,"nm2017943,nm2346564,nm1280286",,nm4409961
Henry Danger,tt3596174,"nm5836557,nm1640173,nm1987953",,nm0647615
Platos Sucios,tt0414760,"nm1292111,nm1181266,nm0077429",,
Haikyuu!! Los ases del vóley,tt3398540,"nm4986852,nm5481013,nm2106149",,nm6794152
Star Trek: La serie original,tt0060028,"nm0000559,nm0000638,nm0001420",,nm0734472
Expediente Warren: el caso Enfield,tt3065204,"nm0933940,nm0267812,nm4068901",nm1490123,nm0370937
Sentencia de muerte,tt15314262,"nm0005458,nm8287501,nm2373989",nm0043742,nm0934483
GTMax,tt29260436,"nm9496164,nm0504267,nm5398167",nm0773968,nm1761153
Scream 2,tt0120082,"nm0000586,nm0004898,nm14434787",nm0000127,nm0932078
El método Williams,tt9620288,"nm0000226,nm0254712,nm1256532",nm3232264,nm1598140
Ahora me ves 2,tt10612572,"nm10011281,nm8058287,nm10011284",nm8058287,nm8058287
La maldición de Bly Manor,tt10970552,"nm4633678,nm3418510,nm0001794",,nm1530627
Soy Georgina,tt15494864,"nm9783607,nm1860184,nm10825213",,
Tsurune: Kazemai Koukou Kyuudoubu,tt8994044,"nm3727237,nm9345797,nm9312830",,nm15995999
Soy un asesino,tt8300324,"nm7263882,nm8850465,nm5306356",,nm8021414
San Andrés,tt2126355,"nm0425005,nm0001303,nm1275259",nm0679031,nm0193681
AzulOscuroCasiNegro,tt0452971,"nm1273697,nm1011070,nm0209409",nm0998110,nm0998110
Nuestro secretito,tt31022050,"nm0517820,nm2870406,nm0155693",nm0378893,nm15749098
Los santos inocentes,tt0088040,"nm0484376,nm0701715,nm0050778",nm0133426,nm0217154
Belleza oculta,tt4682786,"nm0000226,nm0001570,nm0000701",nm0291205,nm1615610
Geo-Tormenta,tt1981128,"nm0124930,nm0836343,nm0180411",nm0002041,nm0002041
La lengua de las mariposas,tt0188030,"nm0273178,nm0523595,nm0087343",nm0191109,nm0044156
Transformers: El último caballero,tt3371366,"nm0000242,nm0000164,nm0241049",nm0000881,nm1436466
Juego de armas,tt2005151,"nm1886602,nm3111373,nm1816775",nm0680846,nm0157787
Pluto,tt26737616,"nm5082940,nm2932868,nm5880792",,nm4344341
Scream (Vigila quién llama),tt0117571,"nm0000106,nm0413996,nm0909384",nm0000127,nm0932078
Curve (La curva de la muerte),tt3212904,"nm2584600,nm1146243,nm3241414",nm0812200,nm2087490
Perdidos en el espacio,tt0302156,"nm1376978,nm0156143",,nm1031444
¡Tú la llevas!,tt2854926,"nm1159180,nm2577076,nm0358316",nm1762961,nm1301035
Todo sobre mi madre,tt0185125,"nm0005386,nm0004650,nm0679150",nm0000264,nm0000264
El cuarto pasajero,tt13932410,"nm0840754,nm0760664,nm0022764",nm0407067,nm0346277
La torre oscura,tt1648190,"nm0000190,nm0252961,nm6999211",nm1064048,nm0326040
Karate Kid,tt0087538,"nm0001494,nm0001552,nm0000223",nm0000814,nm0436543
Versailles,tt3830558,"nm4491241,nm3657218,nm0750353",,nm0592535
Vigilante,tt27458539,"nm7632185,nm3789806,nm0949167",,
Las chicas del cable,tt5674718,"nm0840754,nm2304398,nm2798915",,nm1202178
The OA,tt4635282,"nm1779870,nm1710309,nm2617600",,nm2610231
Unorthodox,tt9815454,"nm6024635,nm6923756,nm7666229",,nm10142147
Problemas...,tt30217143,"nm1480656,nm1902099,nm2514156",nm0391679,nm0391679
Sucesor designado,tt5296406,"nm0000662,nm3841486,nm2680758",,nm1638756
Vacaciones,tt1524930,"nm1159180,nm0000775,nm1711114",nm0197855,nm0326246
Cómo acabar con tu jefe,tt1499658,"nm0000867,nm2528248,nm0000228",nm1164861,nm0002864
Todos lo hacen,tt14909012,"nm1892699,nm1176125,nm1685281",nm2826449,nm6740855
A través de mi ventana,tt14463484,"nm12494183,nm10207998,nm9616694",nm2253409,nm12494185
La mala educación,tt0275491,"nm0305558,nm0555093,nm0319843",nm0000264,nm0000264
Deadwind,tt6616260,"nm2273799,nm2919325,nm4241408",,nm1097554
La academia del Sr. Kleks,tt20857676,"nm1682799,nm7540325,nm0296389",nm10398220,nm0117486
Titanes,tt2560140,"nm2171329,nm0745310,nm2986974",,nm4697729
Instinto básico,tt0103772,"nm0000140,nm0000232,nm0001169",nm0000682,nm0000390
El irlandés,tt1302006,"nm0000134,nm0000199,nm0000582",nm0000217,nm0001873
"Karate Kid, el momento de la verdad",tt0087538,"nm0001494,nm0001552,nm0000223",nm0000814,nm0436543
#SeAcabó: Diario de las campeonas,tt33615797,"nm7439718,nm7439722,nm7439721",nm4638466,
Kung Fu Panda 3,tt2267968,"nm0085312,nm0186505,nm0000163",nm1868917,nm0008743
El enigma extraterrestre,tt33840297,"nm3247345,nm2735546,nm9268195",,
Un vecino con pocas luces,tt0790604,"nm0000362,nm0000111,nm0004862",nm0925870,nm1953304
Steins;Gate,tt1910272,"nm1465001,nm1411540,nm2573928",,nm2438224
Mujeres ricas de Beverly Hills,tt1720601,"nm0724202,nm0149633,nm0888838",,nm0242472
Thangalaan,tt23018924,"nm1417314,nm2527173,nm6017002",nm3163794,nm7178931
Better Than Us,tt8285216,"nm5475514,nm1874211,nm1784957",,nm10934771
Clickbait,tt10888878,"nm1443740,nm3340597,nm6082176",,nm0044016
Transformers: La venganza de los caídos,tt1055369,"nm0479471,nm1083271,nm0241049",nm0000881,nm0472567
Caleidoscopio,tt15438246,"nm0002064,nm0001722,nm0891895",,nm1201715
La monja II,tt10160976,"nm3920288,nm2997552,nm4977564",nm1980431,nm1968372
Expedientes de lo inexplicable,tt31638758,"nm1787532,nm9544288,nm16018868",,
The Blue Drum,tt15421298,"nm10019114,nm1183094,nm0769282",nm3088853,nm3088853
Blow,tt0221027,"nm0000136,nm0004851,nm0004376",nm0001130,nm0692051
Spider-Man: Lejos de casa,tt6320628,"nm4043618,nm0000168,nm0350453",nm1218281,nm0571344
Griselda,tt15837600,"nm0005527,nm1226341,nm11041821",,nm0076166
El reportero: La leyenda de Ron Burgundy,tt0357413,"nm0002071,nm0000775,nm0748620",nm0570912,nm0002071
Chicas buenas,tt6474378,"nm0376716,nm0802876,nm0926165",,nm1545960
El juego de Ender,tt0944947,"nm0227759,nm0372176,nm3229685",,nm1125275
Sector 36,tt21626774,"nm5447706,nm1795232,nm0452021",nm2870301,nm13924343
Los tres reyes malos,tt3530002,"nm0330687,nm0736622,nm1107001",nm1349522,nm1349522
La balada de Buster Scruggs,tt6412452,"nm0625789,nm0914929,nm0000317",nm0001053,nm0001054
Café con aroma de mujer,tt14471346,"nm2126101,nm2256810,nm9616313",,nm1349953
Las madres de los Pingüinos,tt32245065,"nm8533124,nm6529628,nm1524874",,nm4441227
El baile de las luciérnagas,tt9012876,"nm0001337,nm0149950,nm0493159",,nm1212932
Locke & Key,tt3007572,"nm1581670,nm2862041,nm4454223",,nm2901688
Las aventuras de Tadeo Jones,tt1764625,"nm1504627,nm1043338,nm1239566",nm1955897,nm0529787
Hayao Miyazaki y la garza,tt32408421,"nm0594503,nm0840699,nm0393108",nm9237177,
La paradoja del asesino,tt28642796,"nm6079248,nm7027783,nm3113075",,nm15142976
Seven Seconds,tt6297682,"nm1715135,nm3354041,nm1134612",,nm4021775
El rascacielos,tt5758778,"nm0425005,nm0000117,nm1977856",nm1098493,nm1098493
El Decamerón,tt21831910,"nm0149447,nm3355536,nm6103482",,nm6767020
Sombra y hueso,tt2403776,"nm9438171,nm8850556,nm7767170",,nm1785723
Love Is Blind: Argentina,tt29494110,"nm4701559,nm4702337,nm16708473",,
Whitney Houston. I Wanna Dance with Somebody,tt12193804,"nm7609875,nm0001804,nm5480894",nm0501435,nm0565026
Operación U.N.C.L.E.,tt1638355,"nm0147147,nm2309517,nm2539953",nm0005363,nm0005363
Medianoche en el Pera Palace,tt11656220,"nm0386472,nm1083271,nm0000246",nm0256542,nm8190795
Los reyes de Tupelo: Una saga criminal en Misisipi,tt34682275,"nm6686531,nm16825419,nm16825320",,
